@relation 'yelp-weka.filters.unsupervised.attribute.StringToWordVector-R1-W2000-prune-rate-1.0-N0-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-M1-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \" \\r\\n\\t.,;:\\\'\\\"()?!\"'

@attribute id numeric
@attribute sentiment** {positive,negative,neutral}

@data
{0 28463,1 ?}
{0 54003,1 ?}
{0 50772,1 ?}
{0 6919,1 ?}
{0 61695,1 ?}
{0 24670,1 ?}
{0 3305,1 ?}
{0 61179,1 ?}
{0 57447,1 ?}
{0 29812,1 ?}
{0 34530,1 ?}
{0 32189,1 ?}
{0 64417,1 ?}
{0 2517,1 ?}
{0 61741,1 ?}
{0 41777,1 ?}
{0 48403,1 ?}
{0 32007,1 ?}
{0 42219,1 ?}
{0 10869,1 ?}
{0 35850,1 ?}
{0 11037,1 ?}
{0 29633,1 ?}
{0 71010,1 ?}
{0 52559,1 ?}
{0 32551,1 ?}
{0 33738,1 ?}
{0 15035,1 ?}
{0 26835,1 ?}
{0 2575,1 ?}
{0 24412,1 ?}
{0 50249,1 ?}
{0 8010,1 ?}
{0 66930,1 ?}
{0 1539,1 ?}
{0 40378,1 ?}
{0 37629,1 ?}
{0 43523,1 ?}
{0 60566,1 ?}
{0 66800,1 ?}
{0 34276,1 ?}
{0 45584,1 ?}
{0 41432,1 ?}
{0 72346,1 ?}
{0 60138,1 ?}
{0 41487,1 ?}
{0 63813,1 ?}
{0 40136,1 ?}
{0 36910,1 ?}
{0 40613,1 ?}
{0 3185,1 ?}
{0 16868,1 ?}
{0 27528,1 ?}
{0 16738,1 ?}
{0 59631,1 ?}
{0 61057,1 ?}
{0 57612,1 ?}
{0 29221,1 ?}
{0 9835,1 ?}
{0 37876,1 ?}
{0 36969,1 ?}
{0 52669,1 ?}
{0 26221,1 ?}
{0 12125,1 ?}
{0 38829,1 ?}
{0 64684,1 ?}
{0 48333,1 ?}
{0 25972,1 ?}
{0 21199,1 ?}
{0 53291,1 ?}
{0 3704,1 ?}
{0 69034,1 ?}
{0 61157,1 ?}
{0 58756,1 ?}
{0 29482,1 ?}
{0 53727,1 ?}
{0 11946,1 ?}
{0 41765,1 ?}
{0 36698,1 ?}
{0 3627,1 ?}
{0 21493,1 ?}
{0 51073,1 ?}
{0 45465,1 ?}
{0 12554,1 ?}
{0 22113,1 ?}
{0 45424,1 ?}
{0 7803,1 ?}
{0 70924,1 ?}
{0 10395,1 ?}
{0 68498,1 ?}
{0 67403,1 ?}
{0 52797,1 ?}
{0 14725,1 ?}
{0 60418,1 ?}
{0 66495,1 ?}
{0 43509,1 ?}
{0 56809,1 ?}
{0 42796,1 ?}
{0 70034,1 ?}
{0 62239,1 ?}
{0 9213,1 ?}
{0 68392,1 ?}
{0 28062,1 ?}
{0 45266,1 ?}
{0 61249,1 ?}
{0 69120,1 ?}
{0 68433,1 ?}
{0 40992,1 ?}
{0 7177,1 ?}
{0 26963,1 ?}
{0 55059,1 ?}
{0 31682,1 ?}
{0 62415,1 ?}
{0 26072,1 ?}
{0 50408,1 ?}
{0 51840,1 ?}
{0 12740,1 ?}
{0 57997,1 ?}
{0 3560,1 ?}
{0 7767,1 ?}
{0 35244,1 ?}
{0 31282,1 ?}
{0 7548,1 ?}
{0 47969,1 ?}
{0 58903,1 ?}
{0 2943,1 ?}
{0 65624,1 ?}
{0 39632,1 ?}
{0 37244,1 ?}
{0 29631,1 ?}
{0 17032,1 ?}
{0 25195,1 ?}
{0 41899,1 ?}
{0 47731,1 ?}
{0 69273,1 ?}
{0 31969,1 ?}
{0 68703,1 ?}
{0 65334,1 ?}
{0 68128,1 ?}
{0 57818,1 ?}
{0 54514,1 ?}
{0 57439,1 ?}
{0 68378,1 ?}
{0 71748,1 ?}
{0 430,1 ?}
{0 1612,1 ?}
{0 62104,1 ?}
{0 63850,1 ?}
{0 9916,1 ?}
{0 52850,1 ?}
{0 51745,1 ?}
{0 17456,1 ?}
{0 28414,1 ?}
{0 52303,1 ?}
{0 35082,1 ?}
{0 72337,1 ?}
{0 27152,1 ?}
{0 24428,1 ?}
{0 26296,1 ?}
{0 38980,1 ?}
{0 6709,1 ?}
{0 71742,1 ?}
{0 48982,1 ?}
{0 3093,1 ?}
{0 41792,1 ?}
{0 11924,1 ?}
{0 59365,1 ?}
{0 52658,1 ?}
{0 36553,1 ?}
{0 59242,1 ?}
{0 59275,1 ?}
{0 35894,1 ?}
{0 53774,1 ?}
{0 25491,1 ?}
{0 31656,1 ?}
{0 53403,1 ?}
{0 62614,1 ?}
{0 71278,1 ?}
{0 9772,1 ?}
{0 12153,1 ?}
{0 35106,1 ?}
{0 67194,1 ?}
{0 6615,1 ?}
{0 53546,1 ?}
{0 7282,1 ?}
{0 67825,1 ?}
{0 69389,1 ?}
{0 32069,1 ?}
{0 45771,1 ?}
{0 10419,1 ?}
{0 6946,1 ?}
{0 55042,1 ?}
{0 16802,1 ?}
{0 36480,1 ?}
{0 51982,1 ?}
{0 35985,1 ?}
{0 22903,1 ?}
{0 57972,1 ?}
{0 38246,1 ?}
{0 54596,1 ?}
{0 33705,1 ?}
{0 20332,1 ?}
{0 67434,1 ?}
{0 16543,1 ?}
{0 11861,1 ?}
{0 51094,1 ?}
{0 54934,1 ?}
{0 38367,1 ?}
{0 68714,1 ?}
{0 45045,1 ?}
{0 63954,1 ?}
{0 30229,1 ?}
{0 45094,1 ?}
{0 8741,1 ?}
{0 31921,1 ?}
{0 54701,1 ?}
{0 58078,1 ?}
{0 9274,1 ?}
{0 22744,1 ?}
{0 40735,1 ?}
{0 36668,1 ?}
{0 63011,1 ?}
{0 32087,1 ?}
{0 35161,1 ?}
{0 31195,1 ?}
{0 60293,1 ?}
{0 13627,1 ?}
{0 61822,1 ?}
{0 19107,1 ?}
{0 3324,1 ?}
{0 4480,1 ?}
{0 16178,1 ?}
{0 15733,1 ?}
{0 7372,1 ?}
{0 23404,1 ?}
{0 26308,1 ?}
{0 33359,1 ?}
{0 63936,1 ?}
{0 68506,1 ?}
{0 71174,1 ?}
{0 59686,1 ?}
{0 38006,1 ?}
{0 12526,1 ?}
{0 39696,1 ?}
{0 13854,1 ?}
{0 7792,1 ?}
{0 30507,1 ?}
{0 42120,1 ?}
{0 26036,1 ?}
{0 54070,1 ?}
{0 15128,1 ?}
{0 10602,1 ?}
{0 38371,1 ?}
{0 28348,1 ?}
{0 59265,1 ?}
{0 8785,1 ?}
{0 10766,1 ?}
{0 11239,1 ?}
{0 25152,1 ?}
{0 59401,1 ?}
{0 66020,1 ?}
{0 8747,1 ?}
{0 71648,1 ?}
{0 64334,1 ?}
{0 14848,1 ?}
{0 24003,1 ?}
{0 56850,1 ?}
{0 6342,1 ?}
{0 51980,1 ?}
{0 69842,1 ?}
{0 10629,1 ?}
{0 70092,1 ?}
{0 18556,1 ?}
{0 9394,1 ?}
{0 10441,1 ?}
{0 66305,1 ?}
{0 8809,1 ?}
{0 61965,1 ?}
{0 35941,1 ?}
{0 58062,1 ?}
{0 57913,1 ?}
{0 31931,1 ?}
{0 50811,1 ?}
{0 42718,1 ?}
{0 35641,1 ?}
{0 56948,1 ?}
{0 23383,1 ?}
{0 29079,1 ?}
{0 7055,1 ?}
{0 62721,1 ?}
{0 63895,1 ?}
{0 45485,1 ?}
{0 30841,1 ?}
{0 58707,1 ?}
{0 69554,1 ?}
{0 10628,1 ?}
{0 22183,1 ?}
{0 43967,1 ?}
{0 25067,1 ?}
{0 37401,1 ?}
{0 4063,1 ?}
{0 51816,1 ?}
{0 58016,1 ?}
{0 46519,1 ?}
{0 32423,1 ?}
{0 51295,1 ?}
{0 66171,1 ?}
{0 21578,1 ?}
{0 52608,1 ?}
{0 66751,1 ?}
{0 61779,1 ?}
{0 55653,1 ?}
{0 35276,1 ?}
{0 64415,1 ?}
{0 56884,1 ?}
{0 34656,1 ?}
{0 61142,1 ?}
{0 70173,1 ?}
{0 19191,1 ?}
{0 12366,1 ?}
{0 36560,1 ?}
{0 51831,1 ?}
{0 7759,1 ?}
{0 47245,1 ?}
{0 43028,1 ?}
{0 40644,1 ?}
{0 322,1 ?}
{0 8166,1 ?}
{0 33289,1 ?}
{0 41363,1 ?}
{0 41169,1 ?}
{0 38167,1 ?}
{0 24208,1 ?}
{0 49602,1 ?}
{0 51736,1 ?}
{0 47223,1 ?}
{0 8938,1 ?}
{0 59561,1 ?}
{0 4713,1 ?}
{0 28378,1 ?}
{0 40794,1 ?}
{0 47857,1 ?}
{0 6648,1 ?}
{0 52380,1 ?}
{0 60581,1 ?}
{0 66785,1 ?}
{0 8235,1 ?}
{0 25334,1 ?}
{0 70306,1 ?}
{0 23320,1 ?}
{0 59452,1 ?}
{0 50404,1 ?}
{0 58252,1 ?}
{0 43099,1 ?}
{0 24873,1 ?}
{0 26736,1 ?}
{0 32302,1 ?}
{0 71905,1 ?}
{0 46263,1 ?}
{0 67896,1 ?}
{0 64554,1 ?}
{0 33974,1 ?}
{0 22412,1 ?}
{0 7703,1 ?}
{0 57327,1 ?}
{0 19974,1 ?}
{0 18567,1 ?}
{0 25377,1 ?}
{0 42628,1 ?}
{0 55166,1 ?}
{0 61639,1 ?}
{0 9890,1 ?}
{0 10250,1 ?}
{0 14858,1 ?}
{0 36951,1 ?}
{0 8112,1 ?}
{0 25797,1 ?}
{0 19203,1 ?}
{0 62967,1 ?}
{0 64896,1 ?}
{0 62823,1 ?}
{0 23922,1 ?}
{0 5245,1 ?}
{0 60201,1 ?}
{0 3408,1 ?}
{0 24264,1 ?}
{0 45367,1 ?}
{0 6137,1 ?}
{0 60398,1 ?}
{0 62722,1 ?}
{0 38294,1 ?}
{0 12280,1 ?}
{0 64337,1 ?}
{0 66762,1 ?}
{0 13584,1 ?}
{0 36977,1 ?}
{0 61960,1 ?}
{0 15378,1 ?}
{0 60932,1 ?}
{0 24206,1 ?}
{0 25554,1 ?}
{0 38523,1 ?}
{0 9438,1 ?}
{0 31672,1 ?}
{0 13770,1 ?}
{0 42933,1 ?}
{0 14513,1 ?}
{0 52664,1 ?}
{0 36358,1 ?}
{0 31497,1 ?}
{0 44136,1 ?}
{0 4775,1 ?}
{0 36483,1 ?}
{0 53874,1 ?}
{0 5433,1 ?}
{0 60091,1 ?}
{0 23259,1 ?}
{0 22703,1 ?}
{0 37734,1 ?}
{0 53231,1 ?}
{0 10509,1 ?}
{0 12233,1 ?}
{0 48614,1 ?}
{0 29346,1 ?}
{0 54065,1 ?}
{0 39176,1 ?}
{0 53323,1 ?}
{0 62956,1 ?}
{0 27907,1 ?}
{0 20986,1 ?}
{0 44488,1 ?}
{0 49533,1 ?}
{0 3924,1 ?}
{0 66811,1 ?}
{0 8182,1 ?}
{0 27804,1 ?}
{0 13090,1 ?}
{0 39880,1 ?}
{0 12144,1 ?}
{0 33377,1 ?}
{0 60430,1 ?}
{0 10032,1 ?}
{0 49545,1 ?}
{0 62014,1 ?}
{0 4454,1 ?}
{0 15153,1 ?}
{0 29098,1 ?}
{0 55240,1 ?}
{0 15400,1 ?}
{0 56556,1 ?}
{0 38135,1 ?}
{0 70016,1 ?}
{0 10913,1 ?}
{0 43238,1 ?}
{0 20950,1 ?}
{0 47382,1 ?}
{0 19705,1 ?}
{0 10021,1 ?}
{0 42563,1 ?}
{0 66049,1 ?}
{0 20513,1 ?}
{0 31899,1 ?}
{0 49098,1 ?}
{0 17891,1 ?}
{0 57068,1 ?}
{0 32017,1 ?}
{0 46868,1 ?}
{0 55601,1 ?}
{0 11132,1 ?}
{0 44514,1 ?}
{0 34161,1 ?}
{0 49539,1 ?}
{0 65388,1 ?}
{0 60126,1 ?}
{0 63368,1 ?}
{0 57703,1 ?}
{0 57708,1 ?}
{0 28648,1 ?}
{0 21367,1 ?}
{0 60540,1 ?}
{0 5778,1 ?}
{0 39296,1 ?}
{0 3338,1 ?}
{0 66518,1 ?}
{0 10699,1 ?}
{0 976,1 ?}
{0 46086,1 ?}
{0 35854,1 ?}
{0 29638,1 ?}
{0 40256,1 ?}
{0 32062,1 ?}
{0 31538,1 ?}
{0 51770,1 ?}
{0 15183,1 ?}
{0 66782,1 ?}
{0 28706,1 ?}
{0 41458,1 ?}
{0 53451,1 ?}
{0 69188,1 ?}
{0 6746,1 ?}
{0 6530,1 ?}
{0 30010,1 ?}
{0 10994,1 ?}
{0 36700,1 ?}
{0 36551,1 ?}
{0 817,1 ?}
{0 59123,1 ?}
{0 47430,1 ?}
{0 63023,1 ?}
{0 62502,1 ?}
{0 41552,1 ?}
{0 65549,1 ?}
{0 37107,1 ?}
{0 29175,1 ?}
{0 65841,1 ?}
{0 40037,1 ?}
{0 7401,1 ?}
{0 32901,1 ?}
{0 32192,1 ?}
{0 12445,1 ?}
{0 45310,1 ?}
{0 38418,1 ?}
{0 14690,1 ?}
{0 34824,1 ?}
{0 34412,1 ?}
{0 45120,1 ?}
{0 30187,1 ?}
{0 28875,1 ?}
{0 14048,1 ?}
{0 26189,1 ?}
{0 38504,1 ?}
{0 61765,1 ?}
{0 13960,1 ?}
{0 6847,1 ?}
{0 67291,1 ?}
{0 36509,1 ?}
{0 44260,1 ?}
{0 24027,1 ?}
{0 3424,1 ?}
{0 31129,1 ?}
{0 42465,1 ?}
{0 47931,1 ?}
{0 55193,1 ?}
{0 64718,1 ?}
{0 9423,1 ?}
{0 38457,1 ?}
{0 45529,1 ?}
{0 41571,1 ?}
{0 21986,1 ?}
{0 21483,1 ?}
{0 62181,1 ?}
{0 1248,1 ?}
{0 40603,1 ?}
{0 25905,1 ?}
{0 47051,1 ?}
{0 30594,1 ?}
{0 40801,1 ?}
{0 35446,1 ?}
{0 55296,1 ?}
{0 47640,1 ?}
{0 71778,1 ?}
{0 12066,1 ?}
{0 72349,1 ?}
{0 41877,1 ?}
{0 53859,1 ?}
{0 59828,1 ?}
{0 41859,1 ?}
{0 72264,1 ?}
{0 58140,1 ?}
{0 72235,1 ?}
{0 68395,1 ?}
{0 5468,1 ?}
{0 37604,1 ?}
{0 69679,1 ?}
{0 1801,1 ?}
{0 65655,1 ?}
{0 42990,1 ?}
{0 67764,1 ?}
{0 52341,1 ?}
{0 67866,1 ?}
{0 28231,1 ?}
{0 59466,1 ?}
{0 68599,1 ?}
{0 25917,1 ?}
{0 5133,1 ?}
{0 39706,1 ?}
{0 3998,1 ?}
{0 27227,1 ?}
{0 3963,1 ?}
{0 56328,1 ?}
{0 11889,1 ?}
{0 50295,1 ?}
{0 68973,1 ?}
{0 54833,1 ?}
{0 64789,1 ?}
{0 53411,1 ?}
{0 10242,1 ?}
{0 38297,1 ?}
{0 67330,1 ?}
{0 14776,1 ?}
{0 54061,1 ?}
{0 42065,1 ?}
{0 10972,1 ?}
{0 39410,1 ?}
{0 67839,1 ?}
{0 24853,1 ?}
{0 3150,1 ?}
{0 47879,1 ?}
{0 9111,1 ?}
{0 22323,1 ?}
{0 23658,1 ?}
{0 60108,1 ?}
{0 4784,1 ?}
{0 15559,1 ?}
{0 58270,1 ?}
{0 6155,1 ?}
{0 38296,1 ?}
{0 55893,1 ?}
{0 55262,1 ?}
{0 24613,1 ?}
{0 8973,1 ?}
{0 23217,1 ?}
{0 7744,1 ?}
{0 38398,1 ?}
{0 35857,1 ?}
{0 31950,1 ?}
{0 5770,1 ?}
{0 30054,1 ?}
{0 32764,1 ?}
{0 51457,1 ?}
{0 413,1 ?}
{0 42275,1 ?}
{0 25914,1 ?}
{0 41168,1 ?}
{0 22454,1 ?}
{0 48599,1 ?}
{0 58375,1 ?}
{0 70927,1 ?}
{0 61798,1 ?}
{0 27700,1 ?}
{0 23741,1 ?}
{0 34280,1 ?}
{0 60917,1 ?}
{0 49551,1 ?}
{0 27447,1 ?}
{0 45467,1 ?}
{0 41443,1 ?}
{0 59674,1 ?}
{0 71129,1 ?}
{0 23564,1 ?}
{0 42735,1 ?}
{0 3731,1 ?}
{0 36112,1 ?}
{0 37484,1 ?}
{0 55161,1 ?}
{0 8644,1 ?}
{0 25456,1 ?}
{0 12390,1 ?}
{0 24126,1 ?}
{0 64403,1 ?}
{0 71635,1 ?}
{0 7833,1 ?}
{0 24765,1 ?}
{0 54769,1 ?}
{0 3571,1 ?}
{0 10329,1 ?}
{0 38795,1 ?}
{0 45946,1 ?}
{0 29286,1 ?}
{0 46690,1 ?}
{0 2952,1 ?}
{0 17787,1 ?}
{0 40833,1 ?}
{0 45486,1 ?}
{0 64347,1 ?}
{0 47201,1 ?}
{0 24036,1 ?}
{0 67677,1 ?}
{0 11282,1 ?}
{0 62067,1 ?}
{0 31308,1 ?}
{0 2270,1 ?}
{0 52546,1 ?}
{0 60097,1 ?}
{0 30618,1 ?}
{0 1380,1 ?}
{0 9711,1 ?}
{0 55876,1 ?}
{0 48505,1 ?}
{0 17742,1 ?}
{0 5233,1 ?}
{0 64183,1 ?}
{0 58022,1 ?}
{0 34151,1 ?}
{0 36655,1 ?}
{0 19578,1 ?}
{0 38356,1 ?}
{0 4607,1 ?}
{0 13469,1 ?}
{0 18707,1 ?}
{0 17713,1 ?}
{0 31610,1 ?}
{0 46771,1 ?}
{0 11998,1 ?}
{0 63868,1 ?}
{0 52095,1 ?}
{0 45734,1 ?}
{0 70243,1 ?}
{0 43645,1 ?}
{0 41296,1 ?}
{0 54168,1 ?}
{0 59267,1 ?}
{0 10084,1 ?}
{0 13832,1 ?}
{0 45443,1 ?}
{0 54123,1 ?}
{0 56362,1 ?}
{0 16906,1 ?}
{0 35592,1 ?}
{0 65420,1 ?}
{0 32484,1 ?}
{0 32885,1 ?}
{0 24799,1 ?}
{0 69326,1 ?}
{0 46686,1 ?}
{0 48495,1 ?}
{0 67805,1 ?}
{0 66403,1 ?}
{0 68115,1 ?}
{0 68020,1 ?}
{0 58738,1 ?}
{0 13488,1 ?}
{0 10574,1 ?}
{0 71715,1 ?}
{0 60460,1 ?}
{0 42387,1 ?}
{0 45736,1 ?}
{0 404,1 ?}
{0 42186,1 ?}
{0 69880,1 ?}
{0 42821,1 ?}
{0 50094,1 ?}
{0 60657,1 ?}
{0 43793,1 ?}
{0 2792,1 ?}
{0 4066,1 ?}
{0 17260,1 ?}
{0 34903,1 ?}
{0 54265,1 ?}
{0 24767,1 ?}
{0 29577,1 ?}
{0 20548,1 ?}
{0 56798,1 ?}
{0 23614,1 ?}
{0 31914,1 ?}
{0 51875,1 ?}
{0 46404,1 ?}
{0 53132,1 ?}
{0 53151,1 ?}
{0 70084,1 ?}
{0 49458,1 ?}
{0 45084,1 ?}
{0 18653,1 ?}
{0 49409,1 ?}
{0 47102,1 ?}
{0 18652,1 ?}
{0 28518,1 ?}
{0 26032,1 ?}
{0 49214,1 ?}
{0 43418,1 ?}
{0 46977,1 ?}
{0 40219,1 ?}
{0 65093,1 ?}
{0 54433,1 ?}
{0 64716,1 ?}
{0 4801,1 ?}
{0 26276,1 ?}
{0 56895,1 ?}
{0 34852,1 ?}
{0 55456,1 ?}
{0 32076,1 ?}
{0 12807,1 ?}
{0 8813,1 ?}
{0 38237,1 ?}
{0 32060,1 ?}
{0 46258,1 ?}
{0 35014,1 ?}
{0 68193,1 ?}
{0 71792,1 ?}
{0 61071,1 ?}
{0 50279,1 ?}
{0 28048,1 ?}
{0 41138,1 ?}
{0 61697,1 ?}
{0 34037,1 ?}
{0 57795,1 ?}
{0 38582,1 ?}
{0 9066,1 ?}
{0 51497,1 ?}
{0 57630,1 ?}
{0 52090,1 ?}
{0 10909,1 ?}
{0 9355,1 ?}
{0 70667,1 ?}
{0 54873,1 ?}
{0 51841,1 ?}
{0 71060,1 ?}
{0 71155,1 ?}
{0 44193,1 ?}
{0 32422,1 ?}
{0 478,1 ?}
{0 72018,1 ?}
{0 40515,1 ?}
{0 51767,1 ?}
{0 25375,1 ?}
{0 17635,1 ?}
{0 68278,1 ?}
{0 51600,1 ?}
{0 71697,1 ?}
{0 63103,1 ?}
{0 55678,1 ?}
{0 43667,1 ?}
{0 38968,1 ?}
{0 70511,1 ?}
{0 64672,1 ?}
{0 34436,1 ?}
{0 41806,1 ?}
{0 24675,1 ?}
{0 45463,1 ?}
{0 25787,1 ?}
{0 30529,1 ?}
{0 44795,1 ?}
{0 68326,1 ?}
{0 55874,1 ?}
{0 54795,1 ?}
{0 66750,1 ?}
{0 34791,1 ?}
{0 8202,1 ?}
{0 64753,1 ?}
{0 61415,1 ?}
{0 65448,1 ?}
{0 28248,1 ?}
{0 3541,1 ?}
{0 52048,1 ?}
{0 2532,1 ?}
{0 54855,1 ?}
{0 27451,1 ?}
{0 69664,1 ?}
{0 42091,1 ?}
{0 28407,1 ?}
{0 12913,1 ?}
{0 58912,1 ?}
{0 44458,1 ?}
{0 12038,1 ?}
{0 38708,1 ?}
{0 29468,1 ?}
{0 55208,1 ?}
{0 21343,1 ?}
{0 407,1 ?}
{0 60295,1 ?}
{0 54468,1 ?}
{0 29522,1 ?}
{0 45887,1 ?}
{0 36933,1 ?}
{0 21479,1 ?}
{0 66176,1 ?}
{0 11276,1 ?}
{0 30754,1 ?}
{0 26763,1 ?}
{0 42763,1 ?}
{0 68071,1 ?}
{0 71768,1 ?}
{0 42403,1 ?}
{0 16913,1 ?}
{0 14784,1 ?}
{0 38291,1 ?}
{0 42556,1 ?}
{0 51358,1 ?}
{0 30353,1 ?}
{0 10439,1 ?}
{0 48178,1 ?}
{0 35414,1 ?}
{0 37895,1 ?}
{0 9280,1 ?}
{0 5269,1 ?}
{0 57792,1 ?}
{0 33979,1 ?}
{0 19424,1 ?}
{0 29614,1 ?}
{0 28278,1 ?}
{0 51012,1 ?}
{0 38390,1 ?}
{0 43725,1 ?}
{0 26030,1 ?}
{0 41656,1 ?}
{0 18753,1 ?}
{0 11181,1 ?}
{0 56933,1 ?}
{0 41965,1 ?}
{0 64703,1 ?}
{0 44072,1 ?}
{0 14558,1 ?}
{0 36284,1 ?}
{0 13379,1 ?}
{0 29667,1 ?}
{0 11411,1 ?}
{0 32362,1 ?}
{0 11425,1 ?}
{0 31353,1 ?}
{0 14691,1 ?}
{0 7589,1 ?}
{0 10192,1 ?}
{0 38268,1 ?}
{0 5089,1 ?}
{0 18720,1 ?}
{0 30030,1 ?}
{0 70796,1 ?}
{0 7418,1 ?}
{0 8597,1 ?}
{0 51311,1 ?}
{0 53827,1 ?}
{0 21074,1 ?}
{0 4827,1 ?}
{0 11594,1 ?}
{0 25858,1 ?}
{0 71782,1 ?}
{0 68037,1 ?}
{0 36467,1 ?}
{0 59975,1 ?}
{0 38290,1 ?}
{0 32814,1 ?}
{0 5597,1 ?}
{0 64908,1 ?}
{0 47630,1 ?}
{0 34679,1 ?}
{0 44556,1 ?}
{0 27255,1 ?}
{0 13999,1 ?}
{0 49568,1 ?}
{0 44374,1 ?}
{0 21241,1 ?}
{0 55550,1 ?}
{0 58586,1 ?}
{0 31744,1 ?}
{0 45658,1 ?}
{0 38476,1 ?}
{0 46212,1 ?}
{0 63163,1 ?}
{0 66868,1 ?}
{0 66500,1 ?}
{0 46704,1 ?}
{0 7776,1 ?}
{0 8520,1 ?}
{0 34720,1 ?}
{0 37277,1 ?}
{0 64239,1 ?}
{0 39924,1 ?}
{0 4288,1 ?}
{0 30425,1 ?}
{0 37638,1 ?}
{0 30227,1 ?}
{0 26387,1 ?}
{0 46205,1 ?}
{0 41201,1 ?}
{0 44555,1 ?}
{0 19663,1 ?}
{0 58168,1 ?}
{0 52050,1 ?}
{0 64714,1 ?}
{0 24502,1 ?}
{0 52991,1 ?}
{0 45792,1 ?}
{0 52841,1 ?}
{0 41607,1 ?}
{0 56638,1 ?}
{0 62796,1 ?}
{0 13423,1 ?}
{0 56892,1 ?}
{0 4629,1 ?}
{0 26505,1 ?}
{0 17213,1 ?}
{0 34622,1 ?}
{0 71522,1 ?}
{0 25274,1 ?}
{0 23549,1 ?}
{0 29024,1 ?}
{0 12006,1 ?}
{0 38242,1 ?}
{0 15689,1 ?}
{0 65233,1 ?}
{0 50836,1 ?}
{0 40991,1 ?}
{0 7666,1 ?}
{0 68620,1 ?}
{0 50873,1 ?}
{0 43199,1 ?}
{0 69265,1 ?}
{0 50091,1 ?}
{0 66884,1 ?}
{0 23744,1 ?}
{0 66030,1 ?}
{0 21387,1 ?}
{0 27172,1 ?}
{0 30861,1 ?}
{0 6595,1 ?}
{0 32651,1 ?}
{0 8143,1 ?}
{0 46380,1 ?}
{0 24097,1 ?}
{0 35747,1 ?}
{0 56707,1 ?}
{0 24733,1 ?}
{0 61250,1 ?}
{0 56335,1 ?}
{0 24557,1 ?}
{0 1309,1 ?}
{0 19999,1 ?}
{0 30963,1 ?}
{0 36452,1 ?}
{0 10576,1 ?}
{0 65330,1 ?}
{0 50059,1 ?}
{0 23921,1 ?}
{0 68320,1 ?}
{0 44034,1 ?}
{0 42262,1 ?}
{0 39783,1 ?}
{0 27052,1 ?}
{0 38333,1 ?}
{0 57369,1 ?}
{0 55524,1 ?}
{0 39557,1 ?}
{0 37928,1 ?}
{0 50527,1 ?}
{0 52832,1 ?}
{0 3453,1 ?}
{0 33548,1 ?}
{0 31811,1 ?}
{0 12938,1 ?}
{0 6393,1 ?}
{0 32139,1 ?}
{0 69250,1 ?}
{0 45967,1 ?}
{0 24533,1 ?}
{0 53193,1 ?}
{0 38958,1 ?}
{0 11344,1 ?}
{0 57628,1 ?}
{0 25638,1 ?}
{0 48049,1 ?}
{0 522,1 ?}
{0 40781,1 ?}
{0 8340,1 ?}
{0 25896,1 ?}
{0 2223,1 ?}
{0 38005,1 ?}
{0 44019,1 ?}
{0 46481,1 ?}
{0 5647,1 ?}
{0 70343,1 ?}
{0 24369,1 ?}
{0 3878,1 ?}
{0 58337,1 ?}
{0 56951,1 ?}
{0 5825,1 ?}
{0 10331,1 ?}
{0 39836,1 ?}
{0 54544,1 ?}
{0 59495,1 ?}
{0 38644,1 ?}
{0 66303,1 ?}
{0 69240,1 ?}
{0 12293,1 ?}
{0 12728,1 ?}
{0 71452,1 ?}
{0 22780,1 ?}
{0 33816,1 ?}
{0 53360,1 ?}
{0 70109,1 ?}
{0 17527,1 ?}
{0 45483,1 ?}
{0 60664,1 ?}
{0 53253,1 ?}
{0 24551,1 ?}
{0 47228,1 ?}
{0 65980,1 ?}
{0 34340,1 ?}
{0 39187,1 ?}
{0 11979,1 ?}
{0 43155,1 ?}
{0 42919,1 ?}
{0 5372,1 ?}
{0 55218,1 ?}
{0 32610,1 ?}
{0 9132,1 ?}
{0 45191,1 ?}
{0 53843,1 ?}
{0 35488,1 ?}
{0 4054,1 ?}
{0 6212,1 ?}
{0 68430,1 ?}
{0 54994,1 ?}
{0 29310,1 ?}
{0 22628,1 ?}
{0 23356,1 ?}
{0 8650,1 ?}
{0 45903,1 ?}
{0 26294,1 ?}
{0 34678,1 ?}
{0 69196,1 ?}
{0 3064,1 ?}
{0 35009,1 ?}
{0 40720,1 ?}
{0 27825,1 ?}
{0 27146,1 ?}
{0 51690,1 ?}
{0 30583,1 ?}
{0 8609,1 ?}
{0 36050,1 ?}
{0 40447,1 ?}
{0 24016,1 ?}
{0 55050,1 ?}
{0 4999,1 ?}
{0 23742,1 ?}
{0 42172,1 ?}
{0 65853,1 ?}
{0 65688,1 ?}
{0 62306,1 ?}
{0 49043,1 ?}
{0 70367,1 ?}
{0 51952,1 ?}
{0 64730,1 ?}
{0 408,1 ?}
{0 57541,1 ?}
{0 5152,1 ?}
{0 67047,1 ?}
{0 72379,1 ?}
{0 11963,1 ?}
{0 6344,1 ?}
{0 52554,1 ?}
{0 61927,1 ?}
{0 22846,1 ?}
{0 70014,1 ?}
{0 43327,1 ?}
{0 63056,1 ?}
{0 6850,1 ?}
{0 45719,1 ?}
{0 17118,1 ?}
{0 1859,1 ?}
{0 33775,1 ?}
{0 29704,1 ?}
